TransactionID,TransactionAmt,ProductCD,card4,card6,addr1,addr2,P_emaildomain,R_emaildomain,customer_id,ts,channel,risk_score
3002431,48.0,W,visa,debit,264.0,87.0,,,C09933,2016-07-03 01:37:21,in_person,0.13
3002451,28.58,C,visa,debit,,,hotmail.com,hotmail.com,C11923,2016-07-03 01:43:14,online,0.06
3002455,33.21,W,visa,debit,325.0,87.0,gmail.com,,C05876,2016-07-03 01:44:24,in_person,0.11
3002461,21.54,C,visa,debit,,,gmail.com,gmail.com,C11923,2016-07-03 01:47:56,online,0.08
3002493,48.31,C,visa,debit,,,gmail.com,gmail.com,C11923,2016-07-03 01:59:54,online,0.03
3002503,12.24,C,visa,debit,,,hotmail.com,hotmail.com,C11923,2016-07-03 02:01:46,online,0.93
3002532,12.12,C,visa,debit,,,hotmail.com,hotmail.com,C11923,2016-07-03 02:07:29,online,0.05
3002541,16.23,C,visa,debit,,,gmail.com,gmail.com,C11923,2016-07-03 02:09:38,online,0.06
3002561,53.04,W,visa,debit,272.0,87.0,gmail.com,,C05876,2016-07-03 02:17:07,in_person,0.34
3002562,15.19,C,visa,debit,,,hotmail.com,hotmail.com,C11923,2016-07-03 02:17:22,online,0.03
3002577,15.09,W,visa,debit,325.0,87.0,live.com,,C02354,2016-07-03 02:21:51,in_person,0.03
3002601,6.04,S,visa,debit,203.0,87.0,,gmail.com,C05876,2016-07-03 02:30:00,online,0.8
3002634,41.14,C,visa,debit,,,gmail.com,gmail.com,C11923,2016-07-03 02:43:06,online,0.59
3002661,34.04,C,visa,debit,,,anonymous.com,anonymous.com,C11923,2016-07-03 02:55:22,online,0.05
3002669,107.88,W,mastercard,debit,264.0,87.0,gmail,,C07671,2016-07-03 02:59:04,in_person,0.3
3002670,5.99,S,visa,debit,203.0,87.0,,gmail.com,C05876,2016-07-03 02:59:54,online,0.11
3002693,749.98,W,visa,debit,325.0,87.0,gmail.com,,C02354,2016-07-03 03:13:40,in_person,0.62
3002694,63.28,C,visa,debit,,,icloud.com,icloud.com,C11923,2016-07-03 03:14:46,online,0.02
3002696,33.31,C,visa,debit,,,gmail.com,gmail.com,C11923,2016-07-03 03:15:19,online,0.11
3002697,80.08,C,visa,debit,,,hotmail.com,hotmail.com,C11923,2016-07-03 03:15:48,online,0.24
3002704,74.37,C,visa,debit,,,gmail.com,gmail.com,C11923,2016-07-03 03:19:16,online,0.18
3002732,24.02,C,visa,debit,,,gmail.com,gmail.com,C11923,2016-07-03 03:31:49,online,0.12
3002741,20.08,H,visa,debit,181.0,87.0,gmail.com,anonymous.com,C05876,2016-07-03 03:35:35,online,0.15
3002742,199.97,W,visa,debit,264.0,87.0,hotmail.com,,C09933,2016-07-03 03:35:39,in_person,0.25
3002775,43.63,C,visa,debit,,,anonymous.com,anonymous.com,C11923,2016-07-03 03:54:20,online,0.02
3002805,43.01,W,visa,debit,325.0,87.0,gmail.com,,C02354,2016-07-03 04:12:02,in_person,0.02
3002808,14.44,C,visa,debit,,,outlook.com,outlook.com,C11923,2016-07-03 04:14:38,online,0.62
3002819,14.27,C,visa,debit,,,yahoo.com,yahoo.com,C11923,2016-07-03 04:25:10,online,0.27
3002825,24.19,C,visa,debit,,,anonymous.com,anonymous.com,C11923,2016-07-03 04:26:17,online,0.01
3002829,20.09,C,visa,debit,,,outlook.com,outlook.com,C11923,2016-07-03 04:27:32,online,0.09
3002831,29.24,C,visa,debit,,,gmail.com,gmail.com,C11923,2016-07-03 04:30:09,online,0.1
3002866,58.92,W,mastercard,debit,310.0,87.0,yahoo.com,,C07671,2016-07-03 04:55:58,in_person,0.16
3002874,11.78,C,visa,debit,,,hotmail.com,hotmail.com,C11923,2016-07-03 05:00:24,online,0.14
3002875,25.84,C,visa,debit,,,hotmail.com,hotmail.com,C11923,2016-07-03 05:03:41,online,0.27
3002876,11.74,C,visa,debit,,,hotmail.com,hotmail.com,C11923,2016-07-03 05:03:50,online,0.21
3002885,32.44,C,visa,debit,,,hotmail.com,hotmail.com,C11923,2016-07-03 05:14:32,online,0.27
3002887,11.71,C,visa,debit,,,hotmail.com,hotmail.com,C11923,2016-07-03 05:15:07,online,0.32
3002890,13.37,C,visa,debit,,,anonymous.com,anonymous.com,C11923,2016-07-03 05:17:09,online,0.11
3002898,19.96,C,visa,debit,,,gmail.com,gmail.com,C11923,2016-07-03 05:24:43,online,0.13
3002901,11.63,C,visa,debit,,,hotmail.com,hotmail.com,C11923,2016-07-03 05:26:24,online,0.02
3002916,20.45,C,visa,debit,,,live.com.mx,live.com.mx,C11923,2016-07-03 05:39:39,online,0.17
3002922,6.85,C,visa,debit,,,hotmail.com,hotmail.com,C11923,2016-07-03 05:46:11,online,0.32
3002925,43.96,C,visa,debit,,,anonymous.com,anonymous.com,C11923,2016-07-03 05:47:41,online,0.03
3002926,107.98,W,visa,debit,264.0,87.0,,,C09933,2016-07-03 05:52:46,in_person,0.01
3002928,21.0,C,visa,debit,,,yahoo.com.mx,yahoo.com.mx,C11923,2016-07-03 05:54:32,online,0.08
3002932,109.37,C,visa,debit,,,gmail.com,gmail.com,C11923,2016-07-03 05:56:37,online,0.02
3002940,47.0,W,visa,debit,264.0,87.0,yahoo.com,,C09933,2016-07-03 06:06:17,in_person,0.32
3002948,83.23,C,visa,debit,,,hotmail.com,hotmail.com,C11923,2016-07-03 06:10:54,online,0.22
3002949,83.18,C,visa,debit,,,hotmail.com,hotmail.com,C11923,2016-07-03 06:12:37,online,0.02
3002957,39.36,C,visa,debit,,,gmail.com,gmail.com,C11923,2016-07-03 06:26:37,online,0.22
3002965,14.07,C,visa,debit,,,hotmail.com,hotmail.com,C11923,2016-07-03 06:38:19,online,0.25
3002969,42.88,W,mastercard,debit,264.0,87.0,gmail.com,,C07671,2016-07-03 06:48:27,in_person,0.1
3002976,58.99,W,visa,debit,264.0,87.0,gmail.com,,C09933,2016-07-03 06:58:26,in_person,0.24
3002983,50.05,H,visa,debit,387.0,87.0,yahoo.com,gmail.com,C09933,2016-07-03 07:04:05,online,0.64
3002998,50.06,W,visa,debit,264.0,87.0,,,C09933,2016-07-03 07:23:15,in_person,0.21
3003003,59.03,W,visa,debit,264.0,87.0,gmail.com,,C09933,2016-07-03 07:28:07,in_person,0.01
3003004,50.05,H,visa,debit,387.0,87.0,yahoo.com,gmail.com,C09933,2016-07-03 07:30:41,online,0.1
3003026,54.05,C,visa,debit,,,gmail.com,gmail.com,C11923,2016-07-03 08:41:21,online,0.12
3003073,38.5,C,visa,debit,,,gmail.com,gmail.com,C11923,2016-07-03 11:09:15,online,0.07
3003079,500.0,W,visa,debit,264.0,87.0,yahoo.com,,C09933,2016-07-03 11:20:14,in_person,0.07
3003128,104.03,W,mastercard,debit,264.0,87.0,gmail,,C07671,2016-07-03 12:19:24,in_person,0.07
3003147,139.97,W,visa,debit,264.0,87.0,,,C09933,2016-07-03 12:37:25,in_person,0.02
3003169,108.47,W,visa,debit,204.0,87.0,,,C09933,2016-07-03 12:48:59,in_person,0.01
3003253,500.01,W,visa,debit,325.0,87.0,aol.com,,C02354,2016-07-03 13:38:27,in_person,0.14
3003254,117.07,W,visa,debit,325.0,87.0,gmail.com,,C02354,2016-07-03 13:38:33,in_person,0.25
3003287,38.46,C,visa,debit,,,anonymous.com,anonymous.com,C11923,2016-07-03 13:57:16,online,0.17
3003290,99.95,W,mastercard,debit,264.0,87.0,anonymous.com,,C07671,2016-07-03 13:57:58,in_person,0.16
3003299,49.95,W,visa,debit,126.0,87.0,gmail.com,,C02354,2016-07-03 14:01:21,in_person,0.08
3003301,29.99,H,visa,debit,325.0,87.0,aol.com,,C02354,2016-07-03 14:01:33,online,0.22
3003348,15.68,C,visa,debit,,,gmail.com,gmail.com,C11923,2016-07-03 14:26:16,online,0.04
3003358,170.46,C,visa,debit,,,gmail.com,gmail.com,C11923,2016-07-03 14:30:28,online,0.05
3003423,261.87,W,visa,debit,325.0,87.0,me.com,,C02354,2016-07-03 14:54:13,in_person,0.11
3003437,30.01,C,visa,debit,,,hotmail.com,hotmail.com,C11923,2016-07-03 14:58:36,online,0.1
3003439,16.74,C,visa,debit,,,anonymous.com,anonymous.com,C11923,2016-07-03 14:58:47,online,0.04
3003483,17.69,C,visa,debit,,,gmail.com,gmail.com,C11923,2016-07-03 15:08:44,online,0.06
3003485,27.28,C,visa,debit,,,gmail.com,gmail.com,C11923,2016-07-03 15:09:39,online,0.05
3003509,27.23,C,visa,debit,,,gmail.com,gmail.com,C11923,2016-07-03 15:14:47,online,0.04
3003513,27.23,C,visa,debit,,,gmail.com,gmail.com,C11923,2016-07-03 15:15:44,online,0.1
3003521,40.21,C,visa,credit,,,hotmail.com,hotmail.com,C13171,2016-07-03 15:17:38,online,0.18
3003526,50.06,W,visa,debit,325.0,87.0,,,C02354,2016-07-03 15:18:23,in_person,0.08
3003535,27.23,C,visa,debit,,,gmail.com,gmail.com,C11923,2016-07-03 15:21:44,online,0.21
3003547,50.0,R,visa,debit,325.0,87.0,gmail.com,charter.net,C02354,2016-07-03 15:24:58,online,0.14
3003570,85.1,C,visa,debit,,,gmail.com,gmail.com,C11923,2016-07-03 15:30:52,online,0.31
3003602,53.97,W,mastercard,debit,264.0,87.0,,,C07671,2016-07-03 15:39:34,in_person,0.06
3003623,12.04,C,visa,debit,,,hotmail.com,hotmail.com,C11923,2016-07-03 15:44:36,online,0.19
3003637,54.57,W,visa,debit,264.0,87.0,gmail.com,,C09933,2016-07-03 15:50:10,in_person,0.07
3003666,24.96,W,visa,debit,264.0,87.0,,,C09933,2016-07-03 15:57:40,in_person,0.09
3003696,55.38,W,visa,debit,264.0,87.0,gmail.com,,C09933,2016-07-03 16:06:19,in_person,0.1
3003718,107.91,W,visa,debit,264.0,87.0,,,C09933,2016-07-03 16:11:21,in_person,0.04
3003771,10.98,C,visa,debit,,,hotmail.com,hotmail.com,C11923,2016-07-03 16:23:16,online,0.03
3003779,8.69,C,visa,debit,,,gmail.com,gmail.com,C11923,2016-07-03 16:24:29,online,0.04
3003805,127.83,C,visa,debit,,,gmail.com,gmail.com,C11923,2016-07-03 16:30:51,online,0.45
3003820,64.01,C,visa,debit,,,anonymous.com,anonymous.com,C11923,2016-07-03 16:35:03,online,0.06
3003834,100.06,W,visa,debit,126.0,87.0,yahoo.com,,C02354,2016-07-03 16:37:36,in_person,0.06
3003839,28.75,C,visa,debit,,,gmail.com,gmail.com,C11923,2016-07-03 16:38:36,online,0.18
3003860,55.01,W,visa,debit,231.0,87.0,gmail.com,,C02354,2016-07-03 16:43:22,in_person,0.1
3003880,43.89,W,visa,debit,325.0,87.0,yahoo.com,,C02354,2016-07-03 16:47:45,in_person,0.08
3003881,51.44,C,visa,credit,,,gmail.com,gmail.com,C13171,2016-07-03 16:47:55,online,0.21
3003882,54.5,W,visa,debit,325.0,87.0,yahoo.com,,C02354,2016-07-03 16:48:07,in_person,0.23
3003904,20.01,W,visa,debit,325.0,87.0,gmail.com,,C02354,2016-07-03 16:53:41,in_person,0.07
3003910,117.05,W,visa,debit,126.0,87.0,,,C02354,2016-07-03 16:56:34,in_person,0.08
3003919,28.98,W,mastercard,debit,264.0,87.0,,,C07671,2016-07-03 16:58:35,in_person,0.2
3003924,124.88,W,visa,debit,264.0,87.0,yahoo.com,,C09933,2016-07-03 17:00:00,in_person,0.15
3003932,13.53,C,visa,debit,,,hotmail.com,hotmail.com,C11923,2016-07-03 17:01:08,online,0.06
3003968,8.12,C,visa,debit,,,hotmail.com,hotmail.com,C11923,2016-07-03 17:10:34,online,0.05
3003979,43.95,W,mastercard,debit,264.0,87.0,gmail.com,,C07671,2016-07-03 17:12:25,in_person,0.08
3003998,107.91,W,visa,debit,264.0,87.0,gmail.com,,C09933,2016-07-03 17:16:32,in_person,0.16
3004017,32.34,C,visa,debit,,,hotmail.com,hotmail.com,C11923,2016-07-03 17:19:48,online,0.14
3004026,92.07,W,visa,debit,325.0,87.0,gmail.com,,C02354,2016-07-03 17:22:31,in_person,0.06
3004040,13.64,C,visa,debit,,,hotmail.com,hotmail.com,C11923,2016-07-03 17:26:40,online,0.04
